BusinessEntityID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,AdditionalContactInfo,Demographics,rowguid,ModifiedDate
3623,IN,0,NULL,Anna,E,Morgan,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-21.98</TotalPurchaseYTD><DateFirstPurchase>2004-05-05Z</DateFirstPurchase><BirthDate>1969-02-09Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>F</Gender><TotalChildren>1</TotalChildren><NumberChildrenAtHome>1</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>2-5 Miles</CommuteDistance></IndividualSurvey>",00CF4C26-E62B-49FB-A989-0AAAC054C38C,00:00.0
3625,IN,0,NULL,Anna,K,Bell,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-539.99</TotalPurchaseYTD><DateFirstPurchase>2004-03-11Z</DateFirstPurchase><BirthDate>1967-12-22Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>F</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Graduate Degree</Education><Occupation>Professional</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",10A3C450-6F40-47AB-976D-1C0C6BBD07C9,00:00.0
3627,IN,0,NULL,Anna,L,Murphy,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>44.01</TotalPurchaseYTD><DateFirstPurchase>2003-12-13Z</DateFirstPurchase><BirthDate>1975-10-22Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>0-25000</YearlyIncome><Gender>F</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Partial High School</Education><Occupation>Manual</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>5-10 Miles</CommuteDistance></IndividualSurvey>",36ED4CA9-015A-448B-BFDE-C915658B567E,00:00.0
3628,IN,0,NULL,Anna,NULL,Bailey,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-0.01</TotalPurchaseYTD><DateFirstPurchase>2004-04-30Z</DateFirstPurchase><BirthDate>1960-11-16Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>75001-100000</YearlyIncome><Gender>F</Gender><TotalChildren>4</TotalChildren><NumberChildrenAtHome>3</NumberChildrenAtHome><Education>High School</Education><Occupation>Professional</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>3</NumberCarsOwned><CommuteDistance>5-10 Miles</CommuteDistance></IndividualSurvey>",DDA96EF2-0073-42E6-9964-D8615E5C88D0,00:00.0
3630,IN,0,NULL,Anna,NULL,Rivera,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>30.31</TotalPurchaseYTD><DateFirstPurchase>2003-08-01Z</DateFirstPurchase><BirthDate>1974-10-19Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>F</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>High School</Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>5-10 Miles</CommuteDistance></IndividualSurvey>",64634EB1-FFE7-4AE1-BBED-5ED8EBE235B6,00:00.0
3632,IN,0,NULL,Anna,NULL,Cooper,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-13.01</TotalPurchaseYTD><DateFirstPurchase>2004-04-17Z</DateFirstPurchase><BirthDate>1979-08-10Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>F</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>5-10 Miles</CommuteDistance></IndividualSurvey>",50EA3A87-D9C6-4CD7-A492-0FF0218CFA1D,00:00.0
3635,IN,0,NULL,Anna,R,Richardson,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-4.99</TotalPurchaseYTD><DateFirstPurchase>2004-02-20Z</DateFirstPurchase><BirthDate>1968-09-09Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>F</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Professional</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",D2C48C45-F1F3-414D-A06B-1087AC57C146,00:00.0
3636,IN,0,NULL,Anna,L,Cox,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-69.99</TotalPurchaseYTD><DateFirstPurchase>2004-07-16Z</DateFirstPurchase><BirthDate>1942-07-12Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>F</Gender><TotalChildren>3</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Graduate Degree</Education><Occupation>Management</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>1-2 Miles</CommuteDistance></IndividualSurvey>",749B7815-F374-4231-A92E-C881981C61A0,00:00.0
3638,IN,0,NULL,Anna,A,Howard,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>707.36</TotalPurchaseYTD><DateFirstPurchase>2004-01-05Z</DateFirstPurchase><BirthDate>1945-04-21Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>F</Gender><TotalChildren>5</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Partial High School</Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>4</NumberCarsOwned><CommuteDistance>10+ Miles</CommuteDistance></IndividualSurvey>",AD09FD1A-DE1F-4CB6-972D-812EDBBA1F6E,00:00.0
3639,IN,0,NULL,Anna,NULL,Ward,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-32.6</TotalPurchaseYTD><DateFirstPurchase>2004-05-22Z</DateFirstPurchase><BirthDate>1940-05-02Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>F</Gender><TotalChildren>3</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Graduate Degree</Education><Occupation>Management</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>10+ Miles</CommuteDistance></IndividualSurvey>",C55F2151-8D70-4B58-8121-2C257BCC46AF,00:00.0
3641,IN,0,NULL,Anna,P,Torres,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-19.5</TotalPurchaseYTD><DateFirstPurchase>2004-06-22Z</DateFirstPurchase><BirthDate>1974-10-12Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>F</Gender><TotalChildren>3</TotalChildren><NumberChildrenAtHome>3</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Clerical</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",3F4E3489-F70B-4969-9B98-B23760338061,00:00.0
3642,IN,0,NULL,Anna,R,Gray,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-0.01</TotalPurchaseYTD><DateFirstPurchase>2003-08-18Z</DateFirstPurchase><BirthDate>1940-10-28Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>F</Gender><TotalChildren>5</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Graduate Degree</Education><Occupation>Management</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>1-2 Miles</CommuteDistance></IndividualSurvey>",93072823-4D05-4723-B7EC-1A00C18CE2AD,00:00.0
3644,IN,0,NULL,Anna,NULL,Ramirez,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-58.51</TotalPurchaseYTD><DateFirstPurchase>2004-01-09Z</DateFirstPurchase><BirthDate>1958-09-22Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>75001-100000</YearlyIncome><Gender>F</Gender><TotalChildren>5</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Graduate Degree</Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>0</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",D17E4574-E8CF-46D8-AF14-E8C098844112,00:00.0
3646,IN,0,NULL,Anna,NULL,James,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>16</TotalPurchaseYTD><DateFirstPurchase>2004-04-23Z</DateFirstPurchase><BirthDate>1962-01-20Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>greater than 100000</YearlyIncome><Gender>F</Gender><TotalChildren>1</TotalChildren><NumberChildrenAtHome>2</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Management</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>4</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",997C7F9E-9D89-4629-B694-AC22388A2B84,00:00.0
3647,IN,0,NULL,Anna,NULL,Watson,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-2443.35</TotalPurchaseYTD><DateFirstPurchase>2002-04-23Z</DateFirstPurchase><BirthDate>1967-12-14Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>75001-100000</YearlyIncome><Gender>F</Gender><TotalChildren>2</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Professional</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>0</NumberCarsOwned><CommuteDistance>1-2 Miles</CommuteDistance></IndividualSurvey>",8B6FF1CF-37DC-4BE6-9F9B-0A9FE6297B7E,00:00.0
3649,IN,0,NULL,Anna,S,Brooks,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-222.995</TotalPurchaseYTD><DateFirstPurchase>2003-03-19Z</DateFirstPurchase><BirthDate>1971-01-22Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>F</Gender><TotalChildren>1</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Graduate Degree</Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>0</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",5F63A36C-C5A6-41DA-8915-054CF5AFABE1,00:00.0
5250,IN,0,NULL,Adam,M,Gonzales,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-69.99</TotalPurchaseYTD><DateFirstPurchase>2004-03-26Z</DateFirstPurchase><BirthDate>1962-05-05Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>greater than 100000</YearlyIncome><Gender>M</Gender><TotalChildren>1</TotalChildren><NumberChildrenAtHome>3</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Management</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>3</NumberCarsOwned><CommuteDistance>1-2 Miles</CommuteDistance></IndividualSurvey>",124C6CB5-BC97-407A-9183-B0BBDBBD174A,00:00.0
5251,IN,0,NULL,Adam,NULL,Bryant,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>551.68</TotalPurchaseYTD><DateFirstPurchase>2004-06-19Z</DateFirstPurchase><BirthDate>1964-10-16Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>M</Gender><TotalChildren>4</TotalChildren><NumberChildrenAtHome>2</NumberChildrenAtHome><Education>Bachelors </Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>2-5 Miles</CommuteDistance></IndividualSurvey>",5B8FC5FB-A578-47F3-8232-6379B2CD67E4,00:00.0
5252,IN,0,NULL,Alvin,NULL,Rai,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>2.7</TotalPurchaseYTD><DateFirstPurchase>2004-04-11Z</DateFirstPurchase><BirthDate>1977-10-20Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>M</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>High School</Education><Occupation>Skilled Manual</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>5-10 Miles</CommuteDistance></IndividualSurvey>",E8BF3A83-36AA-4370-913F-20B9CE1F7BDE,00:00.0
5254,IN,0,NULL,Adam,J,Russell,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>2261.98</TotalPurchaseYTD><DateFirstPurchase>2004-05-27Z</DateFirstPurchase><BirthDate>1962-09-18Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>greater than 100000</YearlyIncome><Gender>M</Gender><TotalChildren>1</TotalChildren><NumberChildrenAtHome>3</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Professional</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>4</NumberCarsOwned><CommuteDistance>5-10 Miles</CommuteDistance></IndividualSurvey>",17530F23-6EB2-46B8-8984-BB4B05C26900,00:00.0
5255,IN,0,NULL,Adam,NULL,Griffin,NULL,1,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>-69.99</TotalPurchaseYTD><DateFirstPurchase>2004-02-09Z</DateFirstPurchase><BirthDate>1958-12-12Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>25001-50000</YearlyIncome><Gender>M</Gender><TotalChildren>2</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Clerical</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",08BE7D53-2807-428D-B579-F861C61D2CAB,00:00.0
5256,IN,0,NULL,Adam,H,Diaz,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>531</TotalPurchaseYTD><DateFirstPurchase>2004-02-07Z</DateFirstPurchase><BirthDate>1954-02-10Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>0-25000</YearlyIncome><Gender>M</Gender><TotalChildren>2</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Manual</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>0-1 Miles</CommuteDistance></IndividualSurvey>",AE4AE902-1650-44FF-BB04-79845E4BDCEA,00:00.0
5257,IN,0,NULL,Adam,NULL,Hayes,NULL,0,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>527.97</TotalPurchaseYTD><DateFirstPurchase>2004-06-25Z</DateFirstPurchase><BirthDate>1970-12-07Z</BirthDate><MaritalStatus>S</MaritalStatus><YearlyIncome>0-25000</YearlyIncome><Gender>M</Gender><TotalChildren>0</TotalChildren><NumberChildrenAtHome>0</NumberChildrenAtHome><Education>Partial College</Education><Occupation>Manual</Occupation><HomeOwnerFlag>0</HomeOwnerFlag><NumberCarsOwned>1</NumberCarsOwned><CommuteDistance>2-5 Miles</CommuteDistance></IndividualSurvey>",01EFFB21-6057-4615-91C3-AD0C04E146D2,00:00.0
5258,IN,0,NULL,Adam,W,Zhang,NULL,2,NULL,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>1723.69</TotalPurchaseYTD><DateFirstPurchase>2003-07-19Z</DateFirstPurchase><BirthDate>1950-12-20Z</BirthDate><MaritalStatus>M</MaritalStatus><YearlyIncome>50001-75000</YearlyIncome><Gender>M</Gender><TotalChildren>2</TotalChildren><NumberChildrenAtHome>1</NumberChildrenAtHome><Education>High School</Education><Occupation>Professional</Occupation><HomeOwnerFlag>1</HomeOwnerFlag><NumberCarsOwned>2</NumberCarsOwned><CommuteDistance>2-5 Miles</CommuteDistance></IndividualSurvey>",D4C295F3-9A28-4738-8533-5BB6051A8C62,00:00.0
